    0.1000        4.7984       -0.0088
    0.2000        4.7955        0.0150
    0.3000        4.7850        0.0123
    0.4000        4.7838        0.0186
    0.5000        4.8298        0.0326
    0.6000        4.8777        0.0442
    0.7000        4.9612        0.0516
    0.8000        5.1141        0.0922
    0.9000        5.2652        0.1549
    1.0000        5.4953        0.2801
    1.1000        5.6582        0.6941
    1.2000        5.3615        0.9142
    1.3000        5.4756        1.0430
    1.4000        5.2369        1.3327
    1.5000        5.0351        1.3388
    1.6000        5.0087        1.4569
    1.7000        4.7144        1.4085
    1.8000        4.7700        1.2746
    1.9000        4.7861        1.4641
    2.0000        4.6198        1.5789
    2.1000        4.3610        1.4635
    2.2000        4.4182        1.3884
    2.3000        4.3347        1.3731
    2.4000        4.4366        1.3249
    2.5000        4.3990        1.4799
    2.6000        4.2229        1.5518
    2.7000        4.1053        1.3920
    2.8000        4.1576        1.2983
    2.9000        4.2533        1.3266
    3.0000        4.2426        1.4071
    3.1000        4.1223        1.4400
    3.2000        4.0989        1.3418
    3.3000        4.1819        1.4094
    3.4000        4.0277        1.4040
    3.5000        4.0341        1.3151
    3.6000        4.0846        1.2462
    3.7000        4.2526        1.3359
    3.8000        4.1245        1.5006
    3.9000        4.0225        1.4453
    4.0000        3.9857        1.3498
    4.1000        4.1050        1.2952
    4.2000        4.1137        1.4308
    4.3000        4.0678        1.3558
    4.4000        4.1607        1.3815
    4.5000        4.1731        1.4358
    4.6000        4.1547        1.5448
    4.7000        4.0432        1.5036
    4.8000        4.0402        1.4694
    4.9000        4.1140        1.3803
    5.0000        4.2615        1.4688
    5.1000        4.2321        1.6024
    5.2000        4.1866        1.6303
    5.3000        4.2109        1.6276
    5.4000        4.2171        1.6896
    5.5000        4.1856        1.7512
    5.6000        4.1974        1.7018
    5.7000        4.2690        1.7309
    5.8000        4.4026        1.7896
    5.9000        4.4390        2.0591
    6.0000        4.2783        2.1554
    6.1000        4.2511        2.1839
    6.2000        4.2287        2.2377
    6.3000        4.2824        2.2762
    6.4000        4.3119        2.5307
    6.5000        4.0975        2.7841
    6.6000        3.8013        2.7775
    6.7000        3.6814        2.6607
    6.8000        3.6452        2.6490
    6.9000        3.5707        2.6679
    7.0000        3.4983        2.6456
    7.1000        3.4146        2.6807
    7.2000        3.2890        2.6146
    7.3000        3.2718        2.5516
    7.4000        3.1801        2.5409
    7.5000        3.1655        2.4060
    7.6000        3.1665        2.4066
    7.7000        3.1438        2.3505
    7.8000        3.1193        2.2871
    7.9000        3.1709        2.2030
    8.0000        3.1928        2.1896
    8.1000        3.2543        2.1207
    8.2000        3.3462        2.1369
    8.3000        3.3445        2.1656
    8.4000        3.4210        2.0930
    8.5000        3.5694        2.1378
    8.6000        3.5733        2.2554
    8.7000        3.6271        2.2292
    8.8000        3.7497        2.2979
    8.9000        3.8035        2.4649
    9.0000        3.7695        2.5405
    9.1000        3.7945        2.5856
    9.2000        3.8388        2.6368
    9.3000        3.9338        2.6911
    9.4000        4.0543        2.8335
    9.5000        4.1153        3.0127
    9.6000        4.2386        3.2171
    9.7000        4.2973        3.6092
    9.8000        4.1151        3.9975
    9.9000        3.8371        4.2890
   10.0000        3.5493        4.3828
   10.1000        3.3306        4.5229
